restaurant_name,location,cuisines,rate,approx_cost_for_two,online_order,book_table,price_segment,rating_category
Vietnamese Kitchen,Banashankari,Vietnamese,3.6,700,Yes,No,Mid,Average
Catch-up-ino,Banashankari,"Cafe, Fast Food, Continental, Chinese, Momos",3.9,800,Yes,No,Mid,Average
Kirthi's Biryani,Banashankari,"Chinese, Cafe, Italian",3.8,700,Yes,No,Mid,Average
T3H Cafe,Banashankari,"Cafe, Italian, American",3.9,300,No,No,Low,Average
Srikrishna Bhavan,Banashankari,"South Indian, North Indian, Chinese",3.8,300,Yes,No,Low,Average
Dal Tadkaa,Banashankari,North Indian,2.5,500,Yes,No,Low,Low Rating
The Vintage Cafe,Banashankari,"Cafe, French, North Indian",3.0,400,Yes,No,Low,Average
Green Gardenia,Banashankari,"North Indian, Chinese",3.8,700,Yes,No,Mid,Average
Kadala Tarangaa,Banashankari,"Mangalorean, Seafood, North Indian",3.6,600,Yes,No,Mid,Average
Vi Ra's Bar and Restaurant,Banashankari,"South Indian, North Indian, Chinese",3.3,800,No,No,Mid,Average
Nandhini Deluxe,Banashankari,North Indian,2.6,600,No,No,Mid,Low Rating
J Spice,Banashankari,"North Indian, Chinese",3.8,750,Yes,No,Mid,Average
Swadesh Tadka,Banashankari,"North Indian, Chinese, Beverages",3.5,600,Yes,No,Mid,Average
Iyer's Tiffin Centre,Banashankari,"South Indian, Chinese",3.8,150,No,No,Low,Average
Darbar,Banashankari,"North Indian, Chinese",3.0,800,No,No,Mid,Average
Beijing Bites,Banashankari,"Chinese, Thai",2.7,850,No,No,Mid,Low Rating
The Pizzeria,Banashankari,"Pizza, Italian, Salad",2.8,800,Yes,No,Mid,Low Rating
As On Fire,South Bangalore,"Pizza, Fast Food, BBQ",3.5,400,Yes,No,Low,Average
Pizza Hut,Banashankari,"Pizza, Fast Food",3.7,750,Yes,No,Mid,Average
New Prashanth Hotel,Banashankari,"Biryani, North Indian, Seafood, Andhra",3.9,650,Yes,No,Mid,Average
Taaza Thindi,Banashankari,South Indian,4.7,100,No,No,Low,High Rating
Ayodhya Upachar,Banashankari,"South Indian, North Indian, Chinese, Street Food",4.3,200,Yes,No,Low,High Rating
Roving Feast,Banashankari,"Italian, Continental, Fast Food, Chinese, Momos",4.0,450,No,No,Low,High Rating
KFC,Banashankari,"Burger, Fast Food",3.8,450,Yes,No,Low,Average
Gama Gama,Banashankari,South Indian,3.9,200,Yes,No,Low,Average
McDonald's,Banashankari,"Burger, Fast Food",3.9,500,Yes,No,Low,Average
Sri Laxmi Venkateshwara Coffee Bar,Banashankari,South Indian,4.4,100,No,No,Low,High Rating
Messy Bowl,Banashankari,"Fast Food, Beverages",3.8,500,No,No,Low,Average
Janahaar,Banashankari,South Indian,3.8,100,Yes,No,Low,Average
Chumma Delicious,Banashankari,"South Indian, Fast Food",3.7,200,Yes,No,Low,Average
Bengaluru Coffee House,Banashankari,"South Indian, North Indian, Chinese, Street Food",4.1,300,Yes,No,Low,High Rating
Foodiction,Banashankari,"North Indian, Fast Food, Chinese, Burger",2.8,500,Yes,No,Low,Low Rating
The Biryani Cafe,Banashankari,"Biryani, Chinese, Kebab",4.1,300,No,No,Low,High Rating
Addhuri Udupi Bhojana,Banashankari,"South Indian, North Indian",3.7,300,No,No,Low,Average
Subway,Banashankari,"Salad, Fast Food",3.7,600,Yes,No,Mid,Average
Hotel Mangala,Banashankari,South Indian,3.9,250,No,No,Low,Average
SLV Swadishta,Banashankari,South Indian,3.8,300,No,No,Low,Average
Upahar Sagar,Banashankari,"South Indian, Chinese, North Indian",3.8,350,No,No,Low,Average
Domino's Pizza,Banashankari,"Pizza, Fast Food",3.9,800,Yes,No,Mid,Average
New Sagar Fast Food,Banashankari,"North Indian, South Indian",3.6,250,No,No,Low,Average
Chicken Hunt,Banashankari,"South Indian, North Indian, Chinese, Biryani",3.5,350,Yes,No,Low,Average
Pizza Stop,Banashankari,"Pizza, Italian",3.0,600,Yes,No,Mid,Average
Faasos,Banashankari,"North Indian, Biryani, Fast Food",4.2,500,Yes,No,Low,High Rating
Rasoi,Banashankari,"North Indian, Chinese",3.3,300,Yes,No,Low,Average
SLV Refreshment,Banashankari,South Indian,4.1,100,No,No,Low,High Rating
Chatar Patar,Banashankari,"Fast Food, Street Food",3.7,300,No,No,Low,Average
Kidambi's Kitchen,Banashankari,South Indian,3.5,300,No,No,Low,Average
Tandoori Knight,Banashankari,"North Indian, Chinese, Biryani, Kebab",3.0,450,Yes,No,Low,Average
Utsav,Banashankari,"North Indian, Street Food",3.7,200,Yes,No,Low,Average
Mane Thindi,Banashankari,South Indian,3.7,200,No,No,Low,Average
Juicy Momos,Banashankari,"Tibetan, Momos",3.5,250,Yes,No,Low,Average
Donne Biriyani House,Banashankari,"South Indian, North Indian, Chinese, Biryani",3.9,400,Yes,No,Low,Average
Matru Sagar,Banashankari,"South Indian, North Indian, Chinese",3.6,250,Yes,No,Low,Average
Kavali,Banashankari,"South Indian, Street Food",4.0,300,No,No,Low,High Rating
Bunt's Biriyani Palace,Banashankari,"North Indian, South Indian, Chinese, Biryani, Seafood",3.0,400,Yes,No,Low,Average
Ranganna Military Hotel,Jayanagar,"South Indian, Biryani",4.2,350,No,No,Low,High Rating
Roti Ghar,Basavanagudi,"North Indian, Chinese, South Indian",3.9,500,Yes,No,Low,Average
Grand Village,Basavanagudi,"North Indian, Rajasthani",3.8,600,No,No,Mid,Average
Vidyarthi Bhavan,Basavanagudi,South Indian,4.4,150,No,No,Low,High Rating
Bharjari Oota,Basavanagudi,South Indian,3.9,350,No,No,Low,Average
Gokul Veg,Basavanagudi,"North Indian, Chinese, Beverages",3.8,750,Yes,No,Mid,Average
SLV Corner Restaurant,Basavanagudi,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",4.1,550,Yes,No,Mid,High Rating
Timepass Dinner,Basavanagudi,North Indian,3.8,600,Yes,No,Mid,Average
Baisakhi,Basavanagudi,North Indian,3.8,500,Yes,No,Low,Average
Eat Repeat,Basavanagudi,South Indian,3.9,150,Yes,No,Low,Average
Sri Guru Kottureshwara Davangere Benne Dosa,Basavanagudi,South Indian,4.1,150,Yes,No,Low,High Rating
Srinathji's Cafe,Basavanagudi,"North Indian, Cafe, Chinese, Fast Food",3.8,550,No,No,Mid,Average
Soho Bar & Grill,Basavanagudi,"North Indian, Chinese, Thai",2.7,1100,No,No,Premium,Low Rating
Kollapuri's,Basavanagudi,"South Indian, Mangalorean",3.9,450,No,No,Low,Average
Bhavani Restaurant,Basavanagudi,"South Indian, North Indian, Chinese",3.9,300,No,No,Low,Average
Puliyogare Point,Basavanagudi,South Indian,4.2,100,Yes,No,Low,High Rating
Zephyr,Basavanagudi,"Italian, Continental",3.9,650,No,No,Mid,Average
Redberrys,Basavanagudi,"Cafe, Italian",4.0,600,Yes,No,Mid,High Rating
Hotel Dwarka,Basavanagudi,South Indian,4.2,250,No,No,Low,High Rating
Ma-Arya Family Restaurant,Basavanagudi,"Biryani, South Indian, North Indian, Chinese, Andhra",3.7,600,No,No,Mid,Average
A2B - Adyar Ananda Bhavan,Mysore Road,"South Indian, Fast Food, Street Food",3.8,400,Yes,No,Low,Average
Ragoo's,Jayanagar,"Italian, Pizza, North Indian, Salad",3.9,800,Yes,No,Mid,Average
Imperial Restaurant,Mysore Road,"North Indian, Chinese, Biryani, Beverages",3.7,750,Yes,No,Mid,Average
Udupi Sri Krishna Bhavan,Basavanagudi,South Indian,4.1,600,No,No,Mid,High Rating
Curry Leaves,Basavanagudi,"Andhra, North Indian, Chinese",4.1,800,Yes,No,Mid,High Rating
Goli Vada Pav No. 1,Basavanagudi,Street Food,3.7,200,Yes,No,Low,Average
Ice Thunder,Basavanagudi,"South Indian, Fast Food, North Indian, Desserts",3.8,300,No,No,Low,Average
South Kitchen,Basavanagudi,South Indian,4.3,100,Yes,No,Low,High Rating
Upahara Darshini,Basavanagudi,South Indian,4.2,150,No,No,Low,High Rating
Mahalaxmi Tiffin Room,Basavanagudi,South Indian,4.1,100,No,No,Low,High Rating
Sandwichwallas,Basavanagudi,Fast Food,4.0,200,Yes,No,Low,High Rating
Udupi Grand,Basavanagudi,"South Indian, North Indian, Chinese",3.8,300,Yes,No,Low,Average
Castle Rock,Uttarahalli,"North Indian, Chinese",3.6,700,Yes,No,Mid,Average
Kamat Bugle Rock,Basavanagudi,"South Indian, Fast Food",3.9,300,Yes,No,Low,Average
Basavanagudi Mylari,Basavanagudi,South Indian,4.0,300,No,No,Low,High Rating
RS Shiv Sagar,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food, Juices",3.7,450,No,No,Low,Average
Pramukh Family Restaurant,Basavanagudi,"North Indian, Chinese, Mughlai",3.9,700,No,No,Mid,Average
Chaatimes,Basavanagudi,"Street Food, Fast Food",3.8,200,Yes,No,Low,Average
Vybhava,Jayanagar,"South Indian, North Indian",3.8,250,No,No,Low,Average
Shree Venkateshwara North Karnataka Hotel,Basavanagudi,South Indian,4.0,200,No,No,Low,High Rating
Harshi Super Sandwich,Basavanagudi,"Fast Food, Street Food",3.8,150,No,No,Low,Average
Belly Squad Food Truck,South Bangalore,"Chinese, Rolls, Biryani, Momos",3.8,300,No,No,Low,Average
Jcubez,Banashankari,Finger Food,3.8,1300,No,Yes,Premium,Average
Gustoes Beer House,Banashankari,"Continental, Italian, Mexican, North Indian, Chinese, Steak",4.1,1200,No,No,Premium,High Rating
Vi Ra's Bar and Restaurant,Banashankari,"South Indian, North Indian, Chinese",3.3,800,No,No,Mid,Average
Darbar,Banashankari,"North Indian, Chinese",3.0,800,No,No,Mid,Average
Soho Bar & Grill,Basavanagudi,"North Indian, Chinese, Thai",2.7,1100,No,No,Premium,Low Rating
Deja Vu Resto Bar,Bannerghatta Road,"North Indian, Italian",4.4,900,Yes,Yes,Mid,High Rating
Fattoush,Bannerghatta Road,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",4.2,1000,Yes,Yes,Mid,High Rating
Empire Restaurant,Bannerghatta Road,"North Indian, Mughlai, South Indian, Chinese",4.3,750,Yes,No,Mid,High Rating
Abhiruchi Hotel,Bannerghatta Road,"Andhra, Biryani, North Indian, Chinese",3.3,550,Yes,No,Mid,Average
Barbeque Nation,JP Nagar,"North Indian, European, Mediterranean, BBQ, Kebab",4.7,1600,No,Yes,Premium,High Rating
Sattvam,JP Nagar,"North Indian, South Indian",4.3,1200,No,No,Premium,High Rating
24th Main,JP Nagar,"North Indian, South Indian, Chinese",4.1,800,No,Yes,Mid,High Rating
Zaitoon,JP Nagar,"BBQ, Arabian, Chinese, North Indian, Desserts",4.1,1000,Yes,Yes,Mid,High Rating
Oye Amritsar,JP Nagar,North Indian,3.8,1000,Yes,Yes,Mid,Average
Melt - Eden Park,JP Nagar,"North Indian, Chinese, Thai, Mughlai, Seafood",4.0,1000,Yes,Yes,Mid,High Rating
Spice Code,JP Nagar,"South Indian, North Indian, Chinese, Biryani",4.0,1000,No,Yes,Mid,High Rating
The Onyx - The HHI Select Bengaluru,JP Nagar,"North Indian, Chinese, Continental",3.3,950,No,No,Mid,Average
Sankranthi Veg Restaurant,BTM,"South Indian, North Indian, Chinese",3.0,600,Yes,No,Mid,Average
Cafe Kabana,Bannerghatta Road,"Cafe, Continental",4.0,700,No,Yes,Mid,High Rating
Butterly,Bannerghatta Road,"Cafe, Bakery, Beverages",3.9,450,Yes,No,Low,Average
Black Mug Cafe,Bannerghatta Road,Cafe,3.7,300,Yes,No,Low,Average
#refuel,Bannerghatta Road,"Cafe, Beverages",3.7,400,Yes,No,Low,Average
WAFL,Bannerghatta Road,"Cafe, Fast Food, Desserts, Beverages",3.9,400,Yes,No,Low,Average
Vaho Kafe & Pressery,Bannerghatta Road,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",3.9,500,No,No,Low,Average
Dreamcatcher,Bannerghatta Road,Cafe,3.9,600,Yes,No,Mid,Average
Cafe Arabica,Bannerghatta Road,"Cafe, Bakery",3.8,700,No,No,Mid,Average
Kalmane Koffees,Bannerghatta Road,Cafe,3.9,350,No,No,Low,Average
Brews N Bites,Bannerghatta Road,"Chinese, Fast Food, Cafe, Street Food, Finger Food",2.7,650,Yes,No,Mid,Low Rating
Slate Cafe,JP Nagar,"Cafe, Sandwich, Burger",4.1,600,Yes,No,Mid,High Rating
Dialogues,JP Nagar,"Cafe, Continental",4.0,600,No,No,Mid,High Rating
Mudpipe Cafe,JP Nagar,"Cafe, Continental, North Indian",3.9,800,Yes,Yes,Mid,Average
TAB - Take A Break,JP Nagar,"Cafe, Continental, Italian",4.1,550,No,No,Mid,High Rating
Biggies Burger 'n' More,JP Nagar,"Cafe, Burger, Beverages",4.1,650,Yes,No,Mid,High Rating
Onesta,JP Nagar,"Pizza, Cafe, Italian",4.4,600,Yes,Yes,Mid,High Rating
Cafe Potpourri,JP Nagar,"Cafe, Sandwich, North Indian, Beverages, Desserts",3.7,400,Yes,No,Low,Average
Vinaya Coffee Moments,JP Nagar,"Burger, Cafe, Desserts, Sandwich, Italian",3.7,450,Yes,No,Low,Average
Cuppa,JP Nagar,"Cafe, Fast Food",3.4,550,No,No,Mid,Average
Skytouch Le Cafe,JP Nagar,"Cafe, Italian, Desserts",3.7,700,Yes,No,Mid,Average
Woodee Pizza,JP Nagar,"Cafe, Pizza, Fast Food, Beverages",2.7,500,Yes,No,Low,Low Rating
Sai Abhiruchi,BTM,"Andhra, North Indian, Biryani",3.7,800,Yes,No,Mid,Average
Capsicum Family Restaurant,BTM,"Biryani, North Indian",3.8,800,Yes,No,Mid,Average
Easy Bites,JP Nagar,"Fast Food, Sandwich",4.1,300,Yes,No,Low,High Rating
Hiyar Majhe Kolkata,BTM,"Bengali, North Indian",4.0,400,Yes,No,Low,High Rating
Sri Lakshmi Dhaba,BTM,North Indian,2.9,250,Yes,No,Low,Low Rating
XO Belgian Waffle,BTM,"Desserts, Beverages",4.5,400,Yes,No,Low,High Rating
Swadista Aahar,BTM,"South Indian, North Indian, Chinese, Street Food",4.1,300,Yes,No,Low,High Rating
Al-Bek,JP Nagar,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",3.6,300,Yes,No,Low,Average
Aniram's,JP Nagar,"Chinese, North Indian",4.1,500,Yes,No,Low,High Rating
Punjabi Nawabi,Bannerghatta Road,North Indian,3.8,400,Yes,No,Low,Average
Swad Punjab Da,BTM,North Indian,4.0,150,Yes,No,Low,High Rating
BOX8- Desi Meals,Bannerghatta Road,"North Indian, Mughlai, Fast Food",4.1,500,Yes,No,Low,High Rating
Roti Wala,BTM,North Indian,4.0,300,Yes,No,Low,High Rating
Midnight Mania,BTM,"Pizza, Italian, Beverages",4.1,700,Yes,No,Mid,High Rating
Kitchens@JP Nagar,JP Nagar,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",3.9,400,Yes,No,Low,Average
Krishna Kuteera,Bannerghatta Road,"South Indian, North Indian, Chinese",4.0,400,Yes,No,Low,High Rating
Apna Punjab,BTM,"North Indian, Chinese, Fast Food",3.6,450,Yes,No,Low,Average
Paratha Junction,BTM,"North Indian, Chinese",2.9,300,Yes,No,Low,Low Rating
Nellore Bhojanam,Bannerghatta Road,Andhra,3.1,250,Yes,No,Low,Average
Momoz,BTM,"Chinese, Momos",4.0,600,Yes,No,Mid,High Rating
Kalingas,BTM,"Oriya, Fast Food",3.9,250,Yes,No,Low,Average
Kanteen The Eatery,Bannerghatta Road,North Indian,3.9,400,Yes,No,Low,Average
Kullad Cafe,BTM,"North Indian, Cafe, Fast Food, Beverages",3.9,200,Yes,No,Low,Average
Donne Biriyani House,JP Nagar,"Biryani, Andhra",3.3,350,Yes,No,Low,Average
Litti Twist,BTM,"North Indian, Bihari",4.1,300,Yes,No,Low,High Rating
FreshMenu,Bannerghatta Road,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",3.3,450,Yes,No,Low,Average
Shanthi Sagar,JP Nagar,"South Indian, North Indian, Chinese",3.6,400,Yes,No,Low,Average
Cakebuy,Bannerghatta Road,Desserts,3.9,350,Yes,No,Low,Average
Five Star Chicken,JP Nagar,"Burger, Fast Food, Roast Chicken, Finger Food",3.9,300,Yes,No,Low,Average
Corner House Ice Cream,Jayanagar,"Ice Cream, Desserts",4.4,400,Yes,No,Low,High Rating
Fattoush,Bannerghatta Road,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",4.2,1000,Yes,Yes,Mid,High Rating
Behrouz Biryani,Bannerghatta Road,Biryani,4.0,650,Yes,No,Mid,High Rating
Abhiruchi Hotel,Bannerghatta Road,"Andhra, Biryani, North Indian, Chinese",3.3,550,Yes,No,Mid,Average
Hind Ka Chulah,Bannerghatta Road,"North Indian, Biryani",3.8,600,Yes,No,Mid,Average
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,JP Nagar,Bohri,3.6,300,Yes,No,Low,Average
Pizza Hut,JP Nagar,Pizza,2.7,750,Yes,No,Mid,Low Rating
Subway,Bannerghatta Road,"Salad, Fast Food",3.2,600,Yes,No,Mid,Average
Biryani Durbar,Bannerghatta Road,"Biryani, North Indian",3.7,400,Yes,No,Low,Average
Mahesh Friends Food Center,BTM,"Chinese, North Indian",2.9,300,Yes,No,Low,Low Rating
Kabab Magic,Jayanagar,"North Indian, Kebab, Chinese, Fast Food",4.0,400,Yes,No,Low,High Rating
Burger King,Bannerghatta Road,"Burger, Fast Food, Beverages",3.8,600,Yes,No,Mid,Average
Dadi's Dum Biryani,Bannerghatta Road,"Biryani, North Indian, Mughlai",4.0,800,Yes,Yes,Mid,High Rating
Alankrutha,BTM,"Andhra, Biryani, North Indian, Chinese",3.9,500,Yes,No,Low,Average
Paradise,JP Nagar,"Biryani, North Indian, Kebab",4.0,800,Yes,No,Mid,High Rating
Andhra Ruchulu,JP Nagar,"Andhra, North Indian",4.2,800,Yes,Yes,Mid,High Rating
Adithya,JP Nagar,"South Indian, North Indian, Chinese",4.0,300,Yes,No,Low,High Rating
Cheesiano Pizza,JP Nagar,"Pizza, Italian",4.0,700,Yes,Yes,Mid,High Rating
Le Arabia,JP Nagar,"North Indian, Mughlai",3.904002259690596,600,Yes,No,Mid,Average
KFC,JP Nagar,"Burger, Fast Food",3.9,400,Yes,No,Low,Average
Dande's Hyderabad Biryani,Bannerghatta Road,"Biryani, Andhra, North Indian",3.8,700,Yes,No,Mid,Average
Onesta,JP Nagar,"Pizza, Cafe, Italian",4.4,600,Yes,Yes,Mid,High Rating
Upahara Bhavan,Bannerghatta Road,"South Indian, North Indian, Chinese",3.8,300,Yes,No,Low,Average
Shuddh Desi Khana,Bannerghatta Road,North Indian,4.0,400,Yes,No,Low,High Rating
Sankranthi Veg Restaurant,BTM,"South Indian, North Indian, Chinese",3.0,600,Yes,No,Mid,Average
Aramane Donne Biriyani,BTM,"Biryani, Fast Food",3.9,300,Yes,No,Low,Average
Cafe Potpourri,JP Nagar,"Cafe, Sandwich, North Indian, Beverages, Desserts",3.7,400,Yes,No,Low,Average
Mani's Dum Biryani,JP Nagar,"Biryani, Kebab",4.2,750,Yes,No,Mid,High Rating
Amontron,BTM,Bengali,3.9,650,Yes,No,Mid,Average
Birinz,BTM,"Biryani, Chinese, Mughlai, Fast Food, Kebab",4.1,700,Yes,No,Mid,High Rating
Just Shawarma,Bannerghatta Road,Arabian,3.6,300,Yes,No,Low,Average
Hyderabadi Bawarchi,Bannerghatta Road,"North Indian, Chinese, Biryani",3.2,500,Yes,No,Low,Average
Fish Chain,JP Nagar,"Seafood, BBQ, Biryani",3.9,250,Yes,No,Low,Average
Prasiddhi Food Corner,JP Nagar,"Fast Food, North Indian, South Indian",3.7,200,Yes,No,Low,Average
Hyderabad Biryaani House,Bannerghatta Road,"Biryani, North Indian, Chinese",3.6,550,Yes,No,Mid,Average
Galito's,Bannerghatta Road,"African, Burger",4.6,1000,Yes,No,Mid,High Rating
Rajdhani Thali Restaurant,Bannerghatta Road,North Indian,3.9,900,Yes,Yes,Mid,Average
PHEW (Play Hard Eat Wild),BTM,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",3.9,700,Yes,Yes,Mid,Average
Chicken County Grand,Bannerghatta Road,"North Indian, Chinese",3.9,650,Yes,No,Mid,Average
Roll Over,JP Nagar,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",4.1,500,Yes,No,Low,High Rating
Savoury - Sea Shell Restaurant,Bannerghatta Road,"Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages",3.9,900,Yes,Yes,Mid,Average
Firangi Bake,Bannerghatta Road,"Mexican, Italian",4.0,600,Yes,No,Mid,High Rating
Zaitoon,JP Nagar,"BBQ, Arabian, Chinese, North Indian, Desserts",4.1,1000,Yes,Yes,Mid,High Rating
Kundana,Bannerghatta Road,"Andhra, Biryani",3.7,800,Yes,No,Mid,Average
The Shawarma Shop,BTM,Arabian,4.1,250,Yes,No,Low,High Rating
Faasos,Bannerghatta Road,"North Indian, Biryani, Fast Food",3.9,500,Yes,No,Low,Average
Punjabi Food Corner,JP Nagar,"North Indian, Chinese, Street Food",3.0,400,Yes,No,Low,Average
Mealer.in,JP Nagar,"North Indian, Biryani",4.0,450,Yes,No,Low,High Rating
Pathaan Sir,BTM,"Fast Food, Rolls, Momos",3.9,250,Yes,No,Low,Average
Cold Stone Creamery,Bannerghatta Road,"Ice Cream, Desserts",3.9,400,Yes,No,Low,Average
Amritsari Kulcha Land,JP Nagar,North Indian,4.1,300,Yes,No,Low,High Rating
Chokha Chowka,BTM,"North Indian, Chinese",3.9,400,Yes,No,Low,Average
Gorbandh,BTM,"Fast Food, North Indian",4.1,400,Yes,No,Low,High Rating
Grills & Rolls,JP Nagar,"North Indian, Chinese, Fast Food, Rolls, Juices",2.5,400,Yes,No,Low,Low Rating
Bathinda Junction,BTM,North Indian,3.9,600,Yes,No,Mid,Average
Stories,JP Nagar,"American, Chinese, Continental, North Indian",4.2,1200,Yes,Yes,Premium,High Rating
Kanti Sweets,JP Nagar,"Mithai, Street Food",4.0,400,Yes,No,Low,High Rating
Seasons,Bannerghatta Road,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",3.8,1000,Yes,Yes,Mid,Average
Chung Wah,Bannerghatta Road,"Chinese, Thai, Momos, Vietnamese",4.0,800,Yes,No,Mid,High Rating
Marwa Restaurant,Bannerghatta Road,"North Indian, Chinese, Fast Food, BBQ",3.5,600,Yes,Yes,Mid,Average
Shanghai Court,Bannerghatta Road,"Chinese, Thai",4.2,700,Yes,No,Mid,High Rating
Bhojohori Manna,JP Nagar,"Bengali, Mughlai",3.7,650,Yes,No,Mid,Average
Hunger Bee,Bannerghatta Road,"Biryani, North Indian, South Indian",3.8,500,Yes,No,Low,Average
Yum In My Tum,BTM,"Chinese, Continental, Fast Food, Healthy Food",4.1,300,Yes,No,Low,High Rating
Biryani Miya,JP Nagar,"Biryani, North Indian",3.7,600,Yes,No,Mid,Average
Chulha Chauki Da Dhaba,JP Nagar,North Indian,4.2,800,Yes,No,Mid,High Rating
Dreamcatcher,Bannerghatta Road,Cafe,3.9,600,Yes,No,Mid,Average
Magix's Parattha Roll,BTM,"Fast Food, North Indian, Chinese, Mughlai, Rolls",3.7,400,Yes,No,Low,Average
Elegant Dining,Bannerghatta Road,"Biryani, North Indian, Chinese",3.6,700,Yes,Yes,Mid,Average
Waffle Head,BTM,"Desserts, Beverages, Bakery, Ice Cream",4.0,300,Yes,No,Low,High Rating
Basmati Delights,BTM,"Biryani, Chinese, Mughlai, Fast Food, Kebab",4.0,500,Yes,No,Low,High Rating
Samosa Singh,JP Nagar,"Street Food, Fast Food, Rolls, Desserts",4.0,200,Yes,No,Low,High Rating
Cravings,Bannerghatta Road,"North Indian, Chinese, Rolls",3.7,400,Yes,No,Low,Average
Matka,Bannerghatta Road,"Biryani, North Indian",3.7,500,Yes,No,Low,Average
Punjabi Swag,BTM,North Indian,3.9,500,Yes,No,Low,Average
Taco Bell,Bannerghatta Road,"Mexican, American, Fast Food",3.7,600,Yes,No,Mid,Average
Mother's Rasoi,Bannerghatta Road,"North Indian, Chinese, Momos",3.8,250,Yes,No,Low,Average
Dosa Bazaar,JP Nagar,"Street Food, South Indian",4.0,200,Yes,No,Low,High Rating
The Bong Palate,BTM,"Bengali, North Indian, Chinese",3.8,300,Yes,No,Low,Average
Upahara Darshini,Jayanagar,"South Indian, North Indian, Chinese",4.0,400,Yes,No,Low,High Rating
Bikaner Jn,JP Nagar,Rajasthani,3.9,300,Yes,No,Low,Average
Crunch Pizzas,BTM,"Italian, Pizza",2.6,600,Yes,No,Mid,Low Rating
Kakal-Kai Ruchi,JP Nagar,"North Indian, South Indian, Chinese",3.7,500,Yes,No,Low,Average
Calorie Express,BTM,Healthy Food,3.6,450,Yes,No,Low,Average
